uid,iid
4313,12093
4313,13676
4313,12672
4313,12977
4313,13533
4313,8916
4313,13144
4313,14832
4313,13281
4313,14670
4313,10527
4314,6251
4314,2564
4314,8613
4314,10420
4314,6710
4314,1103
4314,11438
4314,11915
4314,13345
4314,13804
4314,13891
4314,14814
4314,13722
4314,14980
4314,12311
4314,15160
4314,15163
4314,15286
4315,2954
4315,3791
4315,4029
4315,2461
4315,5274
4315,1260
4315,3066
4315,4642
4315,5612
4315,3929
4315,6906
4315,529
4315,7750
4316,3499
4316,7753
4316,13492
4316,804
4316,14102
4316,12298
4316,13058
4316,1620
4316,4623
4316,2690
4317,105
4317,5898
4317,2228
4317,6756
4317,7626
4317,7252
4317,9656
4317,9560
4317,7640
4317,8246
4317,7743
4317,348
4317,10567
4317,2226
4317,4459
4317,11213
4317,4898
4317,9742
4317,10964
4317,7786
4317,3396
4317,8502
4317,10185
4317,7427
4317,3042
4317,11325
4317,3701
4317,4286
4317,9314
4317,12214
4317,11072
4317,13365
4317,10859
4317,13040
4317,10966
4317,2150
4317,4588
4317,12331
4317,11116
4317,14510
4317,1889
4317,14742
4317,5511
4317,10890
4317,6589
4318,54
4318,567
4318,547
4318,1302
4318,1603
4318,1255
4318,1503
4318,1773
4318,1969
4318,2150
4318,2516
4318,2706
4318,2072
4318,2608
4318,3867
4318,4500
4318,2438
4318,4358
4318,5866
4318,3803
4318,6722
4318,6574
4318,8246
4318,8040
4318,6540
4318,7521
4318,9121
4318,9422
4318,6264
4318,8231
4318,10092
4318,10414
4318,10611
4318,10963
4318,10964
4318,11325
4318,11124
4318,10816
4318,11672
4318,12300
4318,9177
4318,12695
4318,10508
4318,13594
4318,12012
4318,10507
4318,13860
4318,13851
4318,13853
4318,9017
4319,3289
4319,3645
4319,2357
4319,4120
4319,5365
4319,6219
4319,5913
4319,9564
4320,4213
4320,4903
4320,3884
4320,4356
4320,6860
4320,2700
4320,7419
4320,373
4320,5013
4320,5873
4320,4363
4320,1025
4320,4249
4320,780
4320,7128
4320,8545
4320,5070
4320,986
4320,1353
4320,3892
4320,10313
4320,6088
4320,6099
4320,6100
4320,6098
4321,4902
4321,5350
4321,5883
4321,6874
4321,1719
4321,4480
4321,8157
4321,8191
4321,8276
4321,8619
4321,8279
4321,2519
4321,5380
4321,5367
4322,1765
4322,4484
4322,10229
4322,10356
4322,10357
4322,10950
4322,10200
4322,12347
4322,9143
4322,9430
4322,9870
4322,13408
4322,13664
4322,13878
4322,14003
4322,13943
4322,14162
4322,14500
4322,14675
4322,14676
4322,14666
4322,14830
4322,14948
4322,14293
4322,15343
4322,15473
4322,15175
4323,3616
4323,1150
4323,3560
4323,5181
4323,5642
4323,5040
4323,5641
4323,3658
4323,2499
4323,7936
4323,7320
4323,10633
4323,7128
4323,3929
4323,1570
4323,6176
4324,1536
4324,11891
4324,11127
4324,13005
4324,13077
4324,9784
4324,12186
4324,10388
4324,14154
4324,6785
4325,850
4325,1447
4325,1580
4325,2055
4325,3701
4325,3646
4325,1946
4325,4921
4325,9113
4325,3058
4325,10521
4325,13501
4326,8380
4326,9599
4326,8369
4326,7539
4326,10319
4326,9435
4326,10434
4326,10527
4326,382
4326,7572
4326,11036
4326,9355
4326,11730
4326,11876
4326,12113
4326,10094
4326,7551
4326,6268
4326,10510
4326,13643
4326,10383
4327,1719
4327,455
4327,5617
4327,6472
4327,6596
4327,7975
4327,9068
4327,5350
4328,794
4328,4697
4328,1233
4328,1861
4328,3584
4328,1525
4328,2766
4328,9455
4328,8979
4328,1594
4328,6903
4328,6091
4328,1309
4328,11832
4328,1404
4328,10510
4329,2500
4329,3651
4329,590
4329,2431
4329,762
4329,5033
4329,311
4329,5195
4329,3464
4329,1323
4329,1209
4329,4202
4329,5514
4329,926
4329,2656
4329,9023
4329,4591
4329,9309
4329,3780
4329,1057
4329,9404
4329,1723
4330,5037
4330,6088
4330,6647
4330,3892
4330,212
4330,2196
4330,7310
4330,8742
4330,1739
4330,5178
4330,10211
4330,11982
4330,12828
4331,5115
4331,6169
4331,445
4331,2628
4331,5873
4331,6219
4331,6405
4331,3310
4331,5430
4331,1227
4331,6632
4331,3892
4331,3693
4331,9034
4332,4469
4332,1201
4332,1202
4332,680
4332,641
4332,1104
4332,2859
4332,3310
4332,948
4333,4560
4333,4320
4333,5334
4333,7399
4333,8483
4333,9589
4333,9627
4333,9921
4333,13391
4334,1282
4334,7242
4334,8624
4334,6984
4334,9396
4334,6032
4334,9765
4334,10150
4335,11048
4335,11851
4335,8922
4335,13539
4335,13547
4335,13624
4335,14528
4335,12763
4335,14492
4335,14546
4335,14736
4335,14809
4336,9384
4336,9064
4336,9588
4336,10741
4336,9640
4336,10620
4336,9965
4336,10268
4336,11992
4336,12207
4336,12577
4336,8978
4336,14138
4337,2449
4337,1893
4337,3142
4337,7812
4337,8941
4337,10323
4337,8356
4337,8281
4337,2717
4337,382
4337,12621
4338,7333
4338,8794
4338,10066
4338,11429
4338,8151
4338,10139
4338,9207
4338,9519
4338,10383
4338,12253
4338,10934
4338,12424
4338,12691
4338,11802
4338,12113
4338,10999
4338,12415
4338,12982
4338,12981
4338,13691
4338,13886
4338,14470
4338,4265
4338,9583
4338,13959
4338,14382
4338,14928
4338,14946
4338,14821
4338,14895
4338,15389
4339,6201
4339,14443
4339,14755
4339,14776
4339,14786
4339,14795
4339,15096
4339,14839
4339,14868
4339,14989
4340,1497
4340,4512
4340,2609
4340,2873
4340,5951
4340,6510
4340,1476
4340,6304
4340,2889
4341,14262
4341,14526
4341,14529
4341,14567
4341,12412
4341,10242
4341,14312
4341,14413
4341,14649
4341,14697
4341,14636
4341,14646
4341,14405
4341,14642
4341,14876
4341,14756
4341,14910
4341,2541
4341,14607
4341,14951
4341,14986
4341,2234
4341,9975
4341,12466
4341,14229
4341,14348
4341,14578
4341,14755
4341,14759
4341,14776
4341,14794
4341,14834
4341,14868
4341,14902
4341,14911
4341,14922
4341,14925
4341,14980
4341,14904
4341,15199
4341,15201
4341,7420
4341,14227
4341,15114
4341,15132
4341,15140
4341,15169
4341,15187
4341,15188
4341,15221
4341,15237
4341,15095
4341,15206
4341,15349
4341,15397
4341,15433
4341,15461
4341,14838
4341,15289
4341,15485
4341,8446
4341,15299
4341,15321
4342,707
4342,1264
4342,1361
4342,1912
4342,2027
4342,2189
4342,2641
4342,411
4342,1431
4342,3170
4342,4464
4342,5784
4342,10079
4342,5814
4342,11808
4343,1463
4343,3647
4343,2634
4343,247
4343,7241
4343,10641
4343,8066
4343,4224
4343,8116
4344,1502
4344,1740
4344,1849
4344,2131
4344,2792
4344,3067
4344,4144
4344,4329
4345,6762
4345,1122
4345,7436
4345,7738
4345,8001
4345,8000
4345,8511
4345,7892
4345,8068
4345,6380
4345,8020
4345,8516
4345,8606
4345,8724
4345,8729
4345,8728
4345,9801
4345,6736
4345,9423
4345,8989
4345,8369
4345,8004
4345,10828
4345,5363
4345,9565
4345,10307
4345,10660
4345,11118
4345,9328
4345,11267
4345,11704
4345,11398
4345,11790
4345,8133
4345,9316
4345,11321
4345,8496
4345,12793
4345,13011
4345,13133
4345,13179
4345,10344
4346,1804
4346,2602
4346,2961
4346,3788
4346,6028
4346,6528
4346,6924
4346,7483
4346,8868
4346,10142
4347,4133
4347,5265
4347,1665
4347,4095
4347,544
4347,311
4347,1909
4347,8250
4347,6860
4348,2327
4348,2696
4348,3270
4348,3675
4348,4998
4348,2821
4348,1942
4348,2733
4348,2849
4348,3502
4348,3813
4348,4585
4348,4721
4348,5333
4348,5414
4348,5650
4348,5754
4348,5589
4348,6217
4348,6048
4348,6174
4348,6031
4348,2130
4348,6627
4348,5876
4348,6354
4348,3817
4348,6671
4348,5163
4348,6302
4348,7704
4348,7479
4348,3154
4348,2111
4348,7108
4348,7560
4348,7301
4348,7601
4348,7489
4348,2105
4348,7807
4348,3788
4348,7642
4348,7641
4348,7813
4348,7998
4348,7947
4348,8066
4348,8410
4348,8705
4348,8575
4348,8789
4348,8662
4348,1352
4348,8902
4348,9607
4348,9006
4348,8532
4348,8949
4348,1137
4348,9506
4348,7417
4348,9751
4348,9705
4348,9398
4348,10395
4348,10360
4348,10604
4348,10141
4348,10777
4348,10878
4348,9864
4348,11025
4348,11076
4348,8460
4348,11563
4348,7508
4348,8100
4348,11771
4348,11789
4348,11456
4348,12648
4348,12794
4348,12248
4348,11268
4348,12024
4348,9082
4348,12888
4348,12473
4348,4116
4348,1499
4348,12471
4348,12474
4349,2585
4349,8486
4349,9515
4349,10045
4349,9029
4349,9688
4349,10633
4349,10895
4350,5038
4350,5270
4350,5584
4350,5765
4350,3967
4350,7107
4350,3569
4350,4112
4350,7238
4350,7601
4350,7514
4350,7677
4350,6604
4350,51
4350,6031
4351,12574
4351,12162
4351,12882
4351,12904
4351,13190
4351,13315
4351,13422
4351,13431
4351,13437
4351,12948
4351,13178
4351,13323
4351,13442
4351,12615
4351,13512
4351,8464
4351,12080
4351,14159
4351,14269
4351,14610
4351,14668
4351,14722
4351,14777
4351,14849
4351,14879
4351,14897
4351,14171
4351,14967
4351,15141
4352,5207
4352,5350
4352,115
4352,1719
4352,7645
4352,3234
4352,6422
4352,7975
4352,3852
4352,11964
4353,5148
4353,2243
4353,2719
4353,6849
4353,3597
4353,11077
4353,4760
4353,1134
4353,11703
4354,12209
4354,7123
4354,12672
4354,11577
4354,11954
4354,11464
4354,8032
4354,2893
4354,13176
4354,11508
4354,8817
4354,11517
4354,327
4354,12204
4354,13262
4354,11114
4354,11447
4354,9799
4354,11027
4354,10761
4354,12088
4354,12497
4354,1716
4354,1595
4354,11912
4354,13157
4354,13188
4354,13878
4354,13942
4354,12234
4354,8763
4354,12565
4354,7536
4354,11077
4354,13330
4354,15325
4355,373
4355,2551
4355,4151
4355,4319
4355,3487
4355,5430
4355,5620
4355,1608
4355,4009
4355,4941
4355,5316
4355,925
4355,1981
4355,2128
4355,3064
4355,5644
4355,5873
4356,462
4356,5636
4356,6401
4356,6480
4356,3752
4356,7903
4356,1535
4356,7338
4356,8809
4356,9710
4356,10896
4356,11664
4356,11890
4356,10779
4356,2771
4356,5136
4356,2715
4356,590
4356,3216
4356,13433
4356,12370
4357,4657
4357,293
4357,6920
4357,10323
4357,11689
4357,14185
4357,12146
4357,7328
4357,14161
4357,14368
4357,6421
4357,4039
4357,12387
4358,370
4358,741
4358,1300
4358,3505
4358,4088
4358,7945
4358,8303
4358,8552
4358,8761
4358,9085
4358,11424
4358,11596
4358,12049
4359,1104
4359,1614
4359,1687
4359,2643
4359,2709
4359,2807
4359,4019
4359,6619
4359,8008
4359,10829
4359,1453
4359,3847
4360,5147
4360,3363
4360,7309
4360,7001
4360,7607
4360,8221
4360,3130
4360,9803
4360,9788
4360,9543
4361,82
4361,2620
4361,1015
4361,2100
4361,11506
4361,3499
4361,11685
4361,14331
4362,686
4362,151
4362,412
4362,447
4362,1726
4362,280
4362,2149
4362,639
4363,86
4363,6645
4363,6646
4363,926
4363,10678
4363,5625
4363,6437
4363,5886
4363,11526
4363,2428
4363,9695
4363,11114
4363,5909
4363,11455
4364,8406
4364,6632
4364,8148
4364,3130
4364,6056
4364,8366
4364,4572
4364,8085
4364,7554
4364,8511
4364,8181
4364,10316
4365,7264
4365,7764
4365,35
4365,8046
4365,7154
4365,6515
4365,12322
4365,11772
4365,11890
4366,200
4366,404
4366,272
4366,929
4366,676
4366,3167
4366,2762
4366,2796
4367,3802
4367,3950
4367,6900
4367,6911
4367,7400
4367,6989
4367,7983
4367,8094
4367,1651
4367,7710
4367,8323
4367,3720
4367,2432
4367,4479
4368,2572
4368,2229
4368,4107
4368,5952
4368,2514
4368,7547
4368,11230
4368,6182
4368,13287
4369,507
4369,8809
4369,11664
4369,8167
4369,4900
4369,10833
4369,3522
4369,9710
4369,12500
4370,1445
4370,3167
4370,2624
4370,3903
4370,5173
4370,790
4370,2134
4370,5250
4370,2237
4370,4231
4370,147
4370,1908
4370,4932
4370,5297
4370,373
4370,1152
4370,8115
4370,2768
4370,3862
4370,9522
4370,5273
4370,718
4370,3811
4370,5797
4370,3923
4370,879
4370,10808
4370,3062
4370,2554
4370,2685
4370,11001
4371,9732
4371,12995
4371,7621
4371,10670
4371,6693
4371,10890
4371,12018
4371,10506
4371,10522
4372,9218
4372,12036
4372,12031
4372,13254
4372,13275
4372,13360
4372,10746
4372,10151
4372,9948
4372,9702
4372,9704
4372,10152
4372,10253
4372,11667
4372,14347
4372,14224
4372,14708
4373,132
4373,1397
4373,1508
4373,1648
4373,1988
4373,2275
4373,2511
4373,3037
4373,3354
4374,681
4374,3345
4374,10161
4374,2704
4374,4886
4374,9819
4374,1257
4374,7179
4374,3101
4375,4293
4375,4408
4375,4240
4375,6388
4375,4772
4375,3902
4375,1445
4375,3535
4375,6718
4375,8134
4375,9003
4375,7820
4375,9121
4375,9566
4375,5260
4375,11670
4376,11333
4376,11322
4376,10430
4376,11552
4376,11832
4376,9650
4376,10783
4376,11395
4376,12800
4376,13146
4376,12783
4376,9938
4376,14225
4377,12003
4377,14710
4377,14580
4377,14770
4377,15016
4377,15286
4377,15363
4377,15247
4377,15702
4378,3599
4378,4432
4378,3012
4378,4446
4378,5315
4378,5677
4378,6534
4378,7026
4378,5686
4378,3664
4378,4846
4379,3471
4379,5617
4379,5290
4379,5368
4379,5853
4379,5429
4379,5521
4379,4211
4379,6032
4379,3360
4379,5549
4379,5296
4379,6298
4380,1909
4380,4831
4380,2487
4380,601
4380,2232
4380,6099
4380,426
4380,609
4380,1584
4380,2637
4380,2674
4380,4173
4380,5139
4380,5365
4380,5940
4380,6661
4380,5819
4380,7857
4380,8896
4380,9817
4380,109
4380,3280
4380,5688
4380,6761
4380,10725
4381,525
4381,1540
4381,1436
4381,884
4381,2080
4381,2021
4381,2023
4381,2145
4381,2704
4381,3267
4381,2399
4381,1918
4381,6077
4382,1848
4382,3081
4382,1749
4382,574
4382,1121
4382,5339
4382,665
4382,2650
4382,4172
4382,639
4382,2656
4382,1097
4382,4544
4383,2319
4383,1602
4383,1668
4383,2750
4383,1348
4383,889
4383,3138
4383,3491
4383,2809
4383,3895
4383,4461
4383,2406
4383,4380
4383,3928
4383,5303
4383,5594
4383,1820
4383,1041
4383,1526
4383,4428
4383,7443
4383,8798
4383,9038
4383,11580
4383,12309
4383,4684
4383,12608
4383,3407
4384,2192
4384,2504
4384,1074
4384,1700
4384,2364
4384,2395
4384,4457
4384,1760
4384,4908
4384,5218
4384,5230
4384,2330
4384,6089
4385,6567
4385,6317
4385,6628
4385,7072
4385,7493
4385,5113
4385,8109
4385,7566
4385,8029
4385,7859
4386,10451
4386,13065
4386,10124
4386,13247
4386,13248
4386,13384
4386,13319
4386,13560
4386,13765
4386,13382
4386,14045
4386,14371
4387,6047
4387,5516
4387,5518
4387,5985
4387,6516
4387,7002
4387,7431
4387,8192
4387,9639
4387,10165
4387,10680
4387,10732
4387,11252
4387,11274
4387,11366
4387,9822
4387,11666
4387,12058
4387,12395
4387,12156
4387,11825
4387,10731
4387,12601
4387,12810
4387,10207
4387,12986
4387,12943
4387,13146
4387,13126
4387,13461
4387,13692
4387,13785
4388,7993
4388,7888
4388,7071
4388,8078
4388,8174
4388,8257
4388,7457
4388,7458
4388,7421
4388,8264
4388,8415
4388,5298
4388,8559
4388,8804
4389,793
4389,2406
4389,4155
4389,4773
4389,6312
4389,6694
4389,6845
4389,7558
4390,1290
4390,4968
4390,3535
4390,6714
4390,7221
4390,6967
4390,5296
4390,8080
4390,8224
4390,8500
4390,9288
4390,11009
4390,11194
4390,11818
4390,13187
4390,12866
4390,13357
4390,3049
4391,2788
4391,2392
4391,2334
4391,2973
4391,2455
4391,316
4391,2775
4391,3543
4391,4813
4391,5177
4391,1577
4391,5549
4391,10800
4391,7128
4391,11062
4392,257
4392,324
4392,713
4392,849
4392,1081
4392,1739
4392,1135
4392,2290
4392,2536
4392,1427
4392,2061
4392,724
4392,2993
4392,3923
4392,5515
4392,3157
4393,7368
4393,8503
4393,11506
4393,9435
4393,11685
4393,1150
4393,1332
4393,1738
4393,464
4393,12685
4394,2745
4394,3191
4394,96
4394,569
4394,3941
4394,4509
4394,37
4394,1266
4394,3003
4395,185
4395,4323
4395,5123
4395,5383
4395,5687
4395,5319
4395,2044
4395,5566
4395,1731
4395,1547
4395,10684
4395,8088
4395,1500
4395,9758
4395,10280
4395,11263
4395,9042
4395,12239
4395,3276
4396,10566
4396,10547
4396,10605
4396,10738
4396,10761
4396,10073
4396,10992
4396,11030
4396,10111
4396,11136
4396,2553
4396,9587
4396,12958
4396,13419
4396,12181
4397,171
4397,6023
4397,2149
4397,5485
4397,4494
4397,5470
4397,9286
4397,4653
4397,6091
4397,1160
4397,9271
4397,7128
4397,8545
4397,9385
4397,1564
4397,5030
4397,8844
4397,1283
4397,4575
4397,10356
4397,4962
4397,4100
4397,2924
4397,6070
4397,6170
4397,7010
4397,8785
4397,7774
4397,7654
4397,10430
4397,11038
4397,11619
4397,11731
4397,8455
4397,11000
4397,11040
4397,10945
4397,1707
4397,7903
4397,8429
4397,11890
4397,2411
4397,6696
4397,6248
4397,10214
4397,8279
4397,12548
4397,4235
4397,6912
4397,9539
4397,11319
4397,1761
4397,6480
4397,12679
4397,12956
4397,5901
4397,1520
4397,6255
4397,12838
4397,7080
4397,9519
4397,10383
4397,12415
4397,7871
4397,12093
4397,9168
4397,12014
4397,13557
4397,5005
4397,4713
4397,11976
4397,5148
4397,10035
4397,11341
4397,12858
4397,13056
4397,5078
4397,10765
4397,14148
4397,1183
4397,14104
4397,8215
4397,10068
4397,6864
4397,10070
4397,12262
4397,14001
4397,12546
4397,11870
4397,12861
4397,12373
4397,8877
4397,11627
4397,12897
4397,3949
4397,6230
4397,6316
4397,6318
4397,6319
4397,13698
4397,8774
4397,13596
4397,8861
4397,14784
4397,12512
4397,10526
4397,4591
4397,5904
4398,8004
4398,9517
4398,10038
4398,11296
4398,11129
4398,11339
4398,9648
4398,8890
4398,11046
4398,9910
4398,11592
4398,9680
4398,11598
4398,7063
4398,9628
4398,11959
4398,11380
4398,12452
4398,11827
4398,12956
4398,12651
4398,13368
4398,13139
4398,13516
4398,13394
4398,6380
4398,14102
4398,14411
4398,10464
4398,12837
4398,14212
4398,14360
4398,9525
4398,12855
4398,14437
4398,14388
4398,14668
4398,14550
4398,12982
4398,14341
4398,14562
4398,14930
4398,11657
4398,15017
4398,13380
4398,15041
4398,10849
4398,14450
4398,15136
4398,15103
4398,15257
4398,14115
4398,15317
4399,702
4399,3023
4399,625
4399,1690
4399,5447
4399,3778
4399,9601
4399,6828
4399,9522
4399,9524
4399,8681
4399,481
4399,6044
4399,3280
4399,9620
4399,5680
4399,10699
4399,9965
4399,10883
4399,8510
4399,11578
4399,12204
4399,10214
4399,8315
4399,7857
4399,12297
4399,13086
4399,7366
4399,14001
4399,14282
4399,13146
4399,3193
4399,3046
4399,9774
4399,12861
4399,1458
4399,14210
4399,14399
4399,11893
4400,5529
4400,8122
4400,8123
4400,8493
4400,9444
4400,9421
4400,9733
4400,10055
4400,5525
4400,11399
4400,9650
4400,11965
4400,12697
4400,13200
4400,13502
4400,13507
4400,13566
4400,13511
4401,6264
4401,12443
4401,10915
4401,12727
4401,13087
4401,7969
4401,13073
4401,13375
4401,12331
4401,14564
4401,14617
4401,12780
4401,14766
4401,15093
4402,13256
4402,15563
4402,15587
4402,15588
4402,15559
4402,15560
4402,15561
4402,15562
4402,15564
4403,5142
4403,9165
4403,9217
4403,1494
4403,8486
4403,6622
4403,1495
4403,1680
4403,1492
4403,1897
4403,6676
4404,1267
4404,239
4404,2215
4404,3174
4404,1565
4404,3641
4404,3144
4404,3507
4404,1593
4404,2551
4404,4251
4404,152
4404,2411
4404,1317
4404,1283
4404,3780
4404,137
4404,4605
4404,67
4404,1840
4404,2392
4404,1078
4404,3210
4404,1635
4404,4770
4404,2012
4404,2097
4404,1380
4404,4776
4404,4379
4404,4783
4404,4831
4404,876
4404,4279
4404,3903
4404,4565
4404,2487
4404,3132
4404,1761
4404,3401
4404,4768
4404,5367
4404,3412
4404,495
4404,2900
4404,2589
4404,4137
4404,3680
4404,2825
4404,6628
4404,4909
4404,3488
4404,7857
4404,6124
4405,3898
4405,9389
4405,9310
4405,9533
4405,10066
4405,10196
4405,9460
4405,11380
4405,11408
4405,9365
4405,11592
4405,11912
4405,12483
4405,14438
4405,13516
4405,14684
4406,7546
4406,11691
4406,5926
4406,11625
4406,13467
4406,5677
4406,13625
4406,14069
4406,1323
4407,1128
4407,3845
4407,6156
4407,5014
4407,8239
4407,8148
4407,10063
4407,4947
4407,10335
4407,11188
4407,11876
4407,10333
4407,10520
4407,7465
4407,10089
4407,14579
4408,1025
4408,3643
4408,4063
4408,4363
4408,4792
4408,3122
4408,5113
4408,6099
4408,6098
4408,6088
4408,6075
4408,536
4408,6265
4408,5122
4408,4319
4408,445
4408,2994
4408,1525
4408,7189
4408,3326
4408,7771
4408,2843
4408,5829
4408,821
4408,3946
4408,293
4408,6374
4408,1283
4408,6023
4408,2176
4408,2406
4408,1815
4408,1237
4408,10630
4408,6480
4408,2680
4408,6928
4408,1070
4408,5912
4408,10982
4408,6268
4408,1385
4408,6696
4408,3499
4408,2491
4408,7348
4408,1666
4408,5926
4408,8565
4408,156
4408,12235
4408,12204
4408,10882
4408,5887
4408,10940
4408,7971
4408,12550
4408,10896
4408,6224
4408,3316
4408,7282
4408,8417
4408,311
4408,928
4408,1784
4408,6555
4408,358
4408,1899
4408,9238
4408,460
4409,858
4409,2450
4409,6926
4409,9805
4409,3499
4409,9555
4409,3530
4409,4783
4409,12094
4410,8455
4410,1520
4410,2223
4410,665
4410,8759
4410,5616
4410,7859
4410,6270
4410,8362
4410,4859
4410,7969
4410,3216
4410,1317
4410,2406
4410,5089
4410,7774
4410,9271
4410,2768
4410,4027
4410,1007
4410,2487
4410,5485
4410,5440
4410,119
4410,546
4410,2208
4410,2703
4410,5965
4410,8054
4410,9030
4410,9941
4410,3280
4410,10610
4410,959
4410,1609
4410,9492
4410,4296
4410,8916
4410,10132
4410,5633
4410,7153
4410,9105
4410,10310
4410,11666
4410,10882
4410,11475
4410,11539
4410,10940
4410,12058
4410,8155
4410,9172
4410,11577
4410,8315
4410,7837
4410,12395
4410,6464
4410,6850
4410,11826
4410,12672
4410,7084
4410,9564
4410,9712
4410,12235
4411,1022
4411,1365
4411,3545
4411,6116
4411,7334
4411,491
4411,3857
4411,8447
4412,2638
4412,2637
4412,11209
4412,6998
4412,9644
4412,4910
4412,14067
4412,3285
4412,3773
4413,9338
4413,8952
4413,148
4413,4097
4413,8651
4413,147
4413,9141
4413,9522
4413,9580
4413,7958
4413,9341
4413,3708
4413,9455
4413,1428
4413,9805
4413,8815
4413,3461
4413,6224
4413,4738
4413,4411
4413,6091
4413,4962
4413,5546
4413,7663
4413,10695
4413,10789
4413,10327
4414,7746
4414,8598
4414,10293
4414,8438
4414,1772
4414,1316
4414,8155
4414,8382
4414,3154
4414,10281
4414,11802
4414,9509
4414,12524
4414,10502
4414,13487
4414,959
4414,13735
4414,14881
4414,15172
4415,364
4415,238
4415,572
4415,2822
4415,176
4415,4249
4415,6245
4415,6307
4416,899
4416,3141
4416,8448
4416,7899
4416,6513
4416,8233
4416,9009
4416,10981
4416,10169
4417,300
4417,1229
4417,3161
4417,3620
4417,3392
4417,3900
4417,5251
4417,3166
4417,10439
4418,8671
4418,9217
4418,7241
4418,8672
4418,6164
4418,10641
4418,841
4418,2272
4418,7439
4418,6192
4418,6279
4418,4008
4418,3461
4418,6839
4418,11237
4418,10380
4419,3487
4419,6985
4419,9601
4419,8497
4419,8940
4419,10191
4419,11387
4419,7819
4420,5158
4420,2926
4420,1905
4420,2822
4420,2717
4420,4470
4420,2130
4420,4951
4420,2728
4420,5921
4420,3020
4420,1026
4420,5559
4420,2917
4420,5711
4420,7379
4420,7241
4420,2247
4420,10641
4420,293
4420,10542
4420,317
4420,8110
4420,1444
4420,10341
4420,9413
4420,8535
4420,1867
4420,8427
4420,7919
4420,2347
4421,2450
4421,2813
4421,4197
4421,1164
4421,10246
4421,5234
4421,6997
4421,6998
4421,7503
4421,9599
4421,9640
4421,10818
4421,4486
4421,8150
4421,9460
4421,9943
4421,5704
4421,8148
4422,1008
4422,1962
4422,3192
4422,5680
4422,4897
4422,5325
4422,2334
4422,5626
4422,5666
4422,6461
4422,6472
4422,6422
4422,6502
4422,6705
4422,10313
4422,10407
4422,11090
4423,7028
4423,6478
4423,8478
4423,2951
4423,6676
4423,1952
4423,7091
4423,8188
4423,3876
4423,7458
4423,8635
4423,8704
4423,8857
4423,7313
4423,9165
4423,7305
4423,11237
4423,11216
4423,11039
4423,11692
4423,9895
4424,3631
4424,2694
4424,1699
4424,2275
4424,2689
4424,7041
4424,7540
4424,7912
4424,12681
4425,6382
4425,6412
4425,1128
4425,2638
4425,280
4425,2345
4425,422
4425,2158
4425,1451
4425,975
4425,1587
4425,1888
4425,5971
4425,327
4425,1378
4425,2386
4425,3330
4425,592
4425,6860
4425,5719
4425,1672
4425,1333
4425,5349
4425,1705
4425,4559
4425,2237
4425,6023
4425,6016
4425,8420
4425,6915
4425,1992
4425,4155
4425,1880
4425,1681
4425,9674
4425,3535
4425,822
4425,4351
4425,7549
4425,5409
4425,9407
4425,6925
4425,2208
4425,3498
4425,7899
4425,2182
4425,7032
4425,11954
4425,9360
4425,7477
4425,4236
4425,7892
4425,12100
4425,11919
4426,1632
4426,944
4426,2451
4426,3325
4426,4636
4426,3487
4426,4524
4426,6075
4426,6088
4426,2128
4426,6098
4426,6099
4426,6100
4426,3798
4426,5597
4426,7387
4426,2768
4426,7896
4427,845
4427,1131
4427,1323
4427,1324
4427,3638
4427,4134
4427,4764
4427,5699
4427,3676
4427,6548
4427,7585
4427,2325
4427,6380
4427,8900
4427,8805
4427,9485
4427,8612
4428,280
4428,844
4428,1720
4428,946
4428,1395
4428,1038
4428,2372
4428,4029
4428,4545
4428,1771
4428,5187
4428,3981
4428,8828
4428,9869
4428,10173
4428,2445
4428,10658
4428,11726
4428,11295
4428,9037
4428,12422
4428,11489
4428,10439
4428,13142
4428,13483
4428,10295
4428,14457
4429,1099
4429,748
4429,1402
4429,456
4429,1358
4429,1417
4429,646
4429,2377
4429,285
4430,1684
4430,2889
4430,11432
4430,12071
4430,12243
4430,13585
4430,13968
4430,14201
4430,14279
4431,7642
4431,7540
4431,4666
4431,7761
4431,8461
4431,5237
4431,203
4431,10168
4431,10613
4431,8180
4431,11227
4432,9489
4432,9916
4432,11569
4432,10906
4432,9806
4432,11716
4432,11949
4432,12186
4432,12756
4433,2239
4433,6566
4433,2406
4433,577
4433,135
4433,2441
4433,4240
4433,5262
4433,6631
4433,7985
4433,8718
4433,2448
4433,770
4433,9038
4433,1437
4434,3243
4434,3702
4434,3762
4434,4071
4434,4376
4434,5214
4434,4996
4434,5212
4434,5229
4435,10748
4435,12321
4435,9342
4435,10133
4435,11597
4435,11725
4435,11948
4435,11582
4435,13399
4436,4251
4436,1466
4436,5235
4436,3375
4436,5748
4436,6255
4436,4808
4436,5991
4436,7711
4436,3290
4436,6912
4436,5273
4436,9941
4436,9944
4436,9923
4436,6630
4436,10041
4437,2740
4437,7216
4437,7713
4437,1379
4437,2519
4437,9187
4437,5616
4437,9526
4437,9543
4437,10319
4437,9520
4437,6612
4437,8890
4437,6995
4437,8913
4437,12516
4437,10975
4438,195
4438,279
4438,902
4438,1041
4438,713
4438,1227
4438,1218
4438,1206
4438,1526
4438,1643
4438,1668
4438,1716
4438,1820
4438,1393
4438,2456
4438,2180
4438,2085
4438,3854
4438,4214
4438,6401
4439,8172
4439,5648
4439,8751
4439,10905
4439,2964
4439,13194
4439,7484
4439,13112
4440,1848
4440,11539
4440,7654
4440,9112
